NumID	PinskyID	p	q	lat	long	depth	b_temp	b_salin	bayenv_pop	dist
241	PADE_14254L1542	0.3218	0.6782	41.55133	-66.8945	66.56	15.39	32.886	1	1918.27762890127
191	PADE_14200L1517	0.3709	0.6291	40.5695	-70.7705	71.05	14.41	34.389	2	1623.74441573975
192	PADE_14201L1518	0.4036	0.5964	40.5695	-70.7705	71.05	14.41	34.389	2	1623.74441573975
113	PADE_14117L1485	0.4429	0.5571	41.10217	-71.0783	35.99	15.95	33.249	2	1657.13019493075
114	PADE_14118L1486	0.3281	0.6719	41.10217	-71.0783	35.99	15.95	33.249	2	1657.13019493075
115	PADE_14119L1392	0.3721	0.6279	41.10217	-71.0783	35.99	15.95	33.249	2	1657.13019493075
116	PADE_14120L1393	0.3627	0.6373	41.10217	-71.0783	35.99	15.95	33.249	2	1657.13019493075
117	PADE_14121L1487	0.336	0.664	41.10217	-71.0783	35.99	15.95	33.249	2	1657.13019493075
118	PADE_14122L1488	0.3279	0.6721	41.10217	-71.0783	35.99	15.95	33.249	2	1657.13019493075
119	PADE_14123L1489	0.3154	0.6846	41.10217	-71.0783	35.99	15.95	33.249	2	1657.13019493075
120	PADE_14124L1490	0.345	0.655	41.10217	-71.0783	35.99	15.95	33.249	2	1657.13019493075
121	PADE_14126L1575	0.304	0.696	41.10217	-71.0783	35.99	15.95	33.249	2	1657.13019493075
122	PADE_14127L1576	0.3581	0.6419	41.10217	-71.0783	35.99	15.95	33.249	2	1657.13019493075
123	PADE_14128L1577	0.3136	0.6864	41.10217	-71.0783	35.99	15.95	33.249	2	1657.13019493075
124	PADE_14129L1491	0.3435	0.6565	40.94817	-71.055	50.55	14.26	33.621	2	1644.10752892047
125	PADE_14130L1492	0.3713	0.6287	40.94817	-71.055	50.55	14.26	33.621	2	1644.10752892047
126	PADE_14131L1394	0.3578	0.6422	40.94817	-71.055	50.55	14.26	33.621	2	1644.10752892047
127	PADE_14132L1395	0.6189	0.3811	40.94817	-71.055	50.55	14.26	33.621	2	1644.10752892047
128	PADE_14133L1396	0.3606	0.6394	40.72533	-71.4008	60.5	13.43	34.231	2	1607.18529333849
129	PADE_14134L1578	0.404	0.596	40.72533	-71.4008	60.5	13.43	34.231	2	1607.18529333849
130	PADE_14135L1493	0.5641	0.4359	40.66233	-72.1002	51.06	13.85	33.38	2	1569.08514931537
131	PADE_14136L1397	0.345	0.655	40.66233	-72.1002	51.06	13.85	33.38	2	1569.08514931537
132	PADE_14138L1579	0.4985	0.5015	40.66233	-72.1002	51.06	13.85	33.38	2	1569.08514931537
133	PADE_14139L1398	0.3505	0.6495	40.66233	-72.1002	51.06	13.85	33.38	2	1569.08514931537
134	PADE_14140L1399	0.3611	0.6389	40.72833	-72.4473	34.17	17.94	33.346	2	1560.0847518113
135	PADE_14141L1400	0.4077	0.5923	40.72833	-72.4473	34.17	17.94	33.346	2	1560.0847518113
136	PADE_14142L1494	0.5304	0.4696	40.72833	-72.4473	34.17	17.94	33.346	2	1560.0847518113
137	PADE_14143L1495	0.3261	0.6739	40.72833	-72.4473	34.17	17.94	33.346	2	1560.0847518113
138	PADE_14144L1401	0.3501	0.6499	40.72833	-72.4473	34.17	17.94	33.346	2	1560.0847518113
139	PADE_14145L1402	0.2997	0.7003	40.63533	-72.5402	36.16	15.44	33.188	2	1547.1783178975
140	PADE_14146L1496	0.3444	0.6556	40.63533	-72.5402	36.16	15.44	33.188	2	1547.1783178975
141	PADE_14147L1403	0.3938	0.6062	40.63533	-72.5402	36.16	15.44	33.188	2	1547.1783178975
142	PADE_14148L1404	0.344	0.656	40.62433	-72.788	33.5	20.31	33.266	2	1535.56671860255
143	PADE_14149L1497	0.3185	0.6815	40.62433	-72.788	33.5	20.31	33.266	2	1535.56671860255
144	PADE_14150L1405	0.3399	0.6601	40.62433	-72.788	33.5	20.31	33.266	2	1535.56671860255
145	PADE_14151L1406	0.3066	0.6934	40.62433	-72.788	33.5	20.31	33.266	2	1535.56671860255
146	PADE_14153L1407	0.3178	0.6822	40.62433	-72.788	33.5	20.31	33.266	2	1535.56671860255
147	PADE_14154L1408	0.6724	0.3276	40.62433	-72.788	33.5	20.31	33.266	2	1535.56671860255
148	PADE_14155L1409	0.4491	0.5509	40.62433	-72.788	33.5	20.31	33.266	2	1535.56671860255
149	PADE_14156L1498	0.3557	0.6443	40.62433	-72.788	33.5	20.31	33.266	2	1535.56671860255
150	PADE_14157L1499	0.3636	0.6364	40.62433	-72.788	33.5	20.31	33.266	2	1535.56671860255
151	PADE_14158L1500	0.3571	0.6429	40.56067	-72.9267	33.87	18.62	33.32	2	1523.6012895573
152	PADE_14159L1501	0.3354	0.6646	40.56067	-72.9267	33.87	18.62	33.32	2	1523.6012895573
153	PADE_14160L1410	0.492	0.508	40.56067	-72.9267	33.87	18.62	33.32	2	1523.6012895573
154	PADE_14161L1502	0.3846	0.6154	40.56067	-72.9267	33.87	18.62	33.32	2	1523.6012895573
155	PADE_14162L1503	0.3282	0.6718	40.56067	-72.9267	33.87	18.62	33.32	2	1523.6012895573
156	PADE_14163L1580	0.3528	0.6472	40.56067	-72.9267	33.87	18.62	33.32	2	1523.6012895573
157	PADE_14164L1504	0.499	0.501	40.56067	-72.9267	33.87	18.62	33.32	2	1523.6012895573
158	PADE_14165L1411	0.3388	0.6612	40.56067	-72.9267	33.87	18.62	33.32	2	1523.6012895573
159	PADE_14166L1505	0.3859	0.6141	40.22533	-73.0972	45.31	12.75	32.911	2	1484.00224583021
160	PADE_14167L1581	0.3589	0.6411	40.22533	-73.0972	45.31	12.75	32.911	2	1484.00224583021
161	PADE_14168L1506	0.3988	0.6012	40.22533	-73.0972	45.31	12.75	32.911	2	1484.00224583021
162	PADE_14169L1507	0.5955	0.4045	40.22533	-73.0972	45.31	12.75	32.911	2	1484.00224583021
163	PADE_14170L1412	0.3148	0.6852	40.22533	-73.0972	45.31	12.75	32.911	2	1484.00224583021
164	PADE_14171L1508	0.3364	0.6636	40.22533	-73.0972	45.31	12.75	32.911	2	1484.00224583021
165	PADE_14173L1509	0.2997	0.7003	40.1025	-73.6277	43.5	15.37	32.684	3	1450.25080938949
166	PADE_14174L1582	0.3324	0.6676	40.1025	-73.6277	43.5	15.37	32.684	3	1450.25080938949
167	PADE_14175L1510	0.4104	0.5896	40.1125	-73.6667	39.45	17.07	32.407	3	1449.67707754699
168	PADE_14176L1511	0.3329	0.6671	40.1125	-73.6667	39.45	17.07	32.407	3	1449.67707754699
169	PADE_14177L1413	0.3249	0.6751	40.1125	-73.6667	39.45	17.07	32.407	3	1449.67707754699
98	PADE_14102L1479	0.3602	0.6398	36.77767	-74.9703	31.32	17.23	34.17	3	1070.17257228673
99	PADE_14103L1571	0.3304	0.6696	36.41133	-75.4177	25.47	23.03	33.883	3	1014.79332383512
100	PADE_14104L1480	0.351	0.649	38.69167	-74.534	33.05	20.94	32.251	3	1274.96968220289
101	PADE_14105L1387	0.3061	0.6939	38.69167	-74.534	33.05	20.94	32.251	3	1274.96968220289
102	PADE_14106L1388	0.3812	0.6188	38.69167	-74.534	33.05	20.94	32.251	3	1274.96968220289
103	PADE_14107L1481	0.4538	0.5462	38.69167	-74.534	33.05	20.94	32.251	3	1274.96968220289
104	PADE_14108L1389	0.3241	0.6759	38.69167	-74.534	33.05	20.94	32.251	3	1274.96968220289
105	PADE_14109L1482	0.4478	0.5522	38.69167	-74.534	33.05	20.94	32.251	3	1274.96968220289
106	PADE_14110L1572	0.6479	0.3521	38.69167	-74.534	33.05	20.94	32.251	3	1274.96968220289
107	PADE_14111L1573	0.3394	0.6606	38.69167	-74.534	33.05	20.94	32.251	3	1274.96968220289
108	PADE_14112L1390	0.3311	0.6689	38.48767	-74.7217	34.72	22.57	32.393	3	1247.2850027479
109	PADE_14113L1574	0.3655	0.6345	38.48767	-74.7217	34.72	22.57	32.393	3	1247.2850027479
110	PADE_14114L1483	0.4119	0.5881	38.48767	-74.7217	34.72	22.57	32.393	3	1247.2850027479
111	PADE_14115L1484	0.5819	0.4181	38.48767	-74.7217	34.72	22.57	32.393	3	1247.2850027479
112	PADE_14116L1391	0.3284	0.6716	38.48767	-74.7217	34.72	22.57	32.393	3	1247.2850027479
170	PADE_14178L1414	0.4147	0.5853	39.3975	-73.9052	29.92	20.05	32.075	3	1369.88358423863
171	PADE_14179L1415	0.6521	0.3479	39.3975	-73.9052	29.92	20.05	32.075	3	1369.88358423863
172	PADE_14180L1416	0.3459	0.6541	39.3975	-73.9052	29.92	20.05	32.075	3	1369.88358423863
173	PADE_14181L1417	0.368	0.632	39.3975	-73.9052	29.92	20.05	32.075	3	1369.88358423863
174	PADE_14182L1418	0.4714	0.5286	39.3975	-73.9052	29.92	20.05	32.075	3	1369.88358423863
175	PADE_14183L1419	0.6127	0.3873	39.3975	-73.9052	29.92	20.05	32.075	3	1369.88358423863
176	PADE_14184L1420	0.3325	0.6675	39.2875	-73.8893	34.19	20.01	32.333	3	1359.79593059654
177	PADE_14185L1512	0.3368	0.6632	39.2875	-73.8893	34.19	20.01	32.333	3	1359.79593059654
178	PADE_14186L1421	0.3563	0.6437	39.2875	-73.8893	34.19	20.01	32.333	3	1359.79593059654
179	PADE_14187L1513	0.5331	0.4669	39.2875	-73.8893	34.19	20.01	32.333	3	1359.79593059654
180	PADE_14188L1422	0.3499	0.6501	38.86617	-73.9728	42.72	17.63	33.53	3	1315.31540872973
181	PADE_14190L1423	0.3179	0.6821	39.65117	-73.0868	43.84	14.5	33.515	3	1429.25606944438
182	PADE_14191L1514	0.3133	0.6867	39.65117	-73.0868	43.84	14.5	33.515	3	1429.25606944438
183	PADE_14192L1583	0.4385	0.5615	39.65117	-73.0868	43.84	14.5	33.515	3	1429.25606944438
184	PADE_14193L1424	0.3877	0.6123	39.65117	-73.0868	43.84	14.5	33.515	3	1429.25606944438
185	PADE_14194L1425	0.334	0.666	39.65117	-73.0868	43.84	14.5	33.515	3	1429.25606944438
186	PADE_14195L1515	0.5151	0.4849	39.911	-73.0792	67.13	12.15	33.652	3	1454.46987877743
187	PADE_14196L1426	0.3611	0.6389	39.911	-73.0792	67.13	12.15	33.652	3	1454.46987877743
188	PADE_14197L1584	0.33	0.67	39.86383	-73.0025	72.55	12.02	33.628	3	1453.28020447302
189	PADE_14198L1516	0.3564	0.6436	39.86383	-73.0025	72.55	12.02	33.628	3	1453.28020447302
190	PADE_14199L1427	0.3482	0.6518	39.86383	-73.0025	72.55	12.02	33.628	3	1453.28020447302
32	PADE_14009L1549	0.338	0.662	34.7631	-76.3963	9	16.1	34.8	4	811.579451407126
33	PADE_14010L1550	0.3236	0.6764	34.6782	-76.4697	9	16.3	34.1	4	800.035629771741
40	PADE_14021L1122	0.3483	0.6517	35.0923	-75.9559	9	14.1	32.5	4	863.634011363178
41	PADE_14022L1123	0.4237	0.5763	35.0923	-75.9559	9	14.1	32.5	4	863.634011363178
42	PADE_14023L1125	0.3054	0.6946	34.932	-76.2027	9	14.7	33	4	836.743265246397
88	PADE_14091L1478	0.373	0.627	34.556383	-76.439167	19.812	16.3	34.1	4	789.744319787541
1	PADE_13030L1362	0.3401	0.6599	34.6892	-76.7953	7	23.4	35.9	4	786.681051406525
12	PADE_13055L1545	0.396	0.604	34.2593	-77.7393	10	21.4	35.3	4	706.211897991268
13	PADE_13056L1452	0.3195	0.6805	34.2593	-77.7393	10	21.4	35.3	4	706.211897991268
14	PADE_13057L1453	0.3479	0.6521	34.0921	-77.8549	9	21.7	35.5	4	684.927497632471
15	PADE_13058L1454	0.3514	0.6486	34.1836	-77.7879	9	21.5	35.4	4	696.70842415897
16	PADE_13059L1455	0.3917	0.6083	33.9694	-77.9059	9	21.5	35.4	4	670.510883761062
17	PADE_13060L1456	0.3442	0.6558	33.8569	-77.9309	8	21.5	35.6	4	658.072433851089
27	PADE_13072L1463	0.3074	0.6926	33.7743	-77.9718	10	19.4	35.6	4	648.13024027804
29	PADE_14005L1548	0.4542	0.5458	34.6667	-76.6197	8	14.8	34.5	4	792.149616845654
30	PADE_14007L1147	0.3159	0.6841	34.6667	-76.6197	8	14.8	34.5	4	792.149616845654
31	PADE_14008L1464	0.373	0.627	34.6667	-76.6197	8	14.8	34.5	4	792.149616845654
34	PADE_14014L1465	0.3189	0.6811	34.6424	-76.5581	9	14.8	34.8	4	792.555630187058
35	PADE_14015L1466	0.4782	0.5218	34.6424	-76.5581	9	14.8	34.8	4	792.555630187058
36	PADE_14016L1551	0.693	0.307	34.6424	-76.5581	9	14.8	34.8	4	792.555630187058
37	PADE_14017L1467	0.4497	0.5503	34.6424	-76.5581	9	14.8	34.8	4	792.555630187058
38	PADE_14018L1552	0.3351	0.6649	34.6424	-76.5581	9	14.8	34.8	4	792.555630187058
39	PADE_14019L1382	0.3809	0.6191	34.6424	-76.5581	9	14.8	34.8	4	792.555630187058
43	PADE_14027L1468	0.3429	0.6571	34.3062	-77.6889	8	15.5	34.9	4	712.831128992354
44	PADE_14029L1469	0.3479	0.6521	34.0452	-77.8666	8	16.9	35.1	4	679.694858878069
45	PADE_14032L1553	0.3994	0.6006	34.0452	-77.8666	8	16.9	35.1	4	679.694858878069
46	PADE_14034L1470	0.4329	0.5671	33.7907	-77.9249	8	18.5	34.7	4	651.511093691218
47	PADE_14035L1554	0.4729	0.5271	33.7907	-77.9249	8	18.5	34.7	4	651.511093691218
48	PADE_14036L1471	0.5004	0.4996	33.7907	-77.9249	8	18.5	34.7	4	651.511093691218
49	PADE_14037L1555	0.3531	0.6469	33.7128	-77.8958	9	19.5	32.7	4	644.633529262946
50	PADE_14038L1472	0.5211	0.4789	33.7128	-77.8958	9	19.5	32.7	4	644.633529262946
51	PADE_14039L1556	0.4774	0.5226	33.7128	-77.8958	9	19.5	32.7	4	644.633529262946
52	PADE_14040L1557	0.5881	0.4119	33.7128	-77.8958	9	19.5	32.7	4	644.633529262946
53	PADE_14041L1473	0.3354	0.6646	33.7128	-77.8958	9	19.5	32.7	4	644.633529262946
54	PADE_14042L1558	0.316	0.684	33.7128	-77.8958	9	19.5	32.7	4	644.633529262946
55	PADE_14045L1474	0.3399	0.6601	33.8567	-77.9313	8	17.1	35.1	4	658.03751820666
73	PADE_14073L1127	0.3033	0.6967	34.672217	-76.74445	14.9352	23.14	34.5	4	787.204874637099
74	PADE_14074L1150	0.3149	0.6851	34.672217	-76.74445	14.9352	23.14	34.5	4	787.204874637099
75	PADE_14075L1128	0.3339	0.6661	34.672217	-76.74445	14.9352	23.14	34.5	4	787.204874637099
76	PADE_14076L1129	0.3312	0.6688	34.672217	-76.74445	14.9352	23.14	34.5	4	787.204874637099
77	PADE_14077L1151	0.2926	0.7074	34.672217	-76.74445	14.9352	23.14	34.5	4	787.204874637099
78	PADE_14078L1152	0.3347	0.6653	34.672217	-76.74445	14.9352	23.14	34.5	4	787.204874637099
79	PADE_14079L1153	0.3382	0.6618	34.672217	-76.74445	14.9352	23.14	34.5	4	787.204874637099
80	PADE_14081L1130	0.3347	0.6653	34.658883	-76.80695	15.24	23.14	34.5	4	783.199527142538
81	PADE_14082L1131	0.3515	0.6485	34.672217	-76.74445	14.9352	23.14	34.5	4	787.204874637099
82	PADE_14083L1132	0.3242	0.6758	34.672217	-76.74445	14.9352	23.14	34.5	4	787.204874637099
83	PADE_14084L1133	0.3178	0.6822	34.672217	-76.74445	14.9352	23.14	34.5	4	787.204874637099
84	PADE_14085L1134	0.3169	0.6831	34.672217	-76.74445	14.9352	23.14	34.5	4	787.204874637099
85	PADE_14086L1135	0.3319	0.6681	34.672217	-76.74445	14.9352	23.14	34.5	4	787.204874637099
86	PADE_14087L1136	0.3387	0.6613	34.658883	-76.80695	15.24	23.14	34.5	4	783.199527142538
87	PADE_14088L1137	0.3496	0.6504	34.658883	-76.80695	15.24	23.14	34.5	4	783.199527142538
89	PADE_14092L1569	0.3295	0.6705	34.672217	-76.74445	14.9352	23.14	34.5	4	787.204874637099
90	PADE_14093L1570	0.3694	0.6306	34.672217	-76.74445	14.9352	23.14	34.5	4	787.204874637099
91	PADE_14095L1157	0.3573	0.6427	34.672217	-76.74445	14.9352	23.14	34.5	4	787.204874637099
92	PADE_14096L1158	0.348	0.652	34.672217	-76.74445	14.9352	23.14	34.5	4	787.204874637099
93	PADE_14097L1138	0.3383	0.6617	34.672217	-76.74445	14.9352	23.14	34.5	4	787.204874637099
94	PADE_14098L1383	0.3341	0.6659	34.672217	-76.74445	14.9352	23.14	34.5	4	787.204874637099
95	PADE_14099L1384	0.3462	0.6538	34.672217	-76.74445	14.9352	23.14	34.5	4	787.204874637099
96	PADE_14100L1385	0.3424	0.6576	34.672217	-76.74445	14.9352	23.14	34.5	4	787.204874637099
97	PADE_14101L1386	0.3944	0.6056	34.672217	-76.74445	14.9352	23.14	34.5	4	787.204874637099
2	PADE_13044L1376	0.3063	0.6937	33.4856	-79.0688	7	23.8	34.9	5	585.03730754284
3	PADE_13045L1543	0.3785	0.6215	32.3294	-80.3267	10	24	34.1	5	439.59535027523
4	PADE_13047L1378	0.451	0.549	32.2786	-80.4531	9	23.8	33.4	5	433.52676421566
5	PADE_13048L1544	0.2998	0.7002	28.956917	-80.835033	10	26.5	34.1	5	69.6324638030898
6	PADE_13049L1447	0.3402	0.6598	29.6077	-81.1799	9	25.5	33	5	149.43811969969
7	PADE_13050L1448	0.3604	0.6396	33.8077	-78.6223	9	21.7	34.8	5	630.856123849982
8	PADE_13051L1449	0.3894	0.6106	33.8077	-78.6223	9	21.7	34.8	5	630.856123849982
9	PADE_13052L1450	0.3196	0.6804	33.7266	-78.7616	9	21.7	35	5	618.466458134252
10	PADE_13053L1379	0.3577	0.6423	33.532	-78.9994	8	21.5	34.9	5	591.659301439071
11	PADE_13054L1451	0.3145	0.6855	33.8321	-78.5809	7	21.3	34.8	5	634.600133344462
18	PADE_13061L1457	0.3167	0.6833	33.0783	-79.2642	7	21.1	34.6	5	536.650437111795
19	PADE_13063L1458	0.3104	0.6896	33.0783	-79.2642	7	21.1	34.6	5	536.650437111795
20	PADE_13064L1459	0.355	0.645	33.0783	-79.2642	7	21.1	34.6	5	536.650437111795
21	PADE_13065L1460	0.3436	0.6564	32.7864	-79.6919	7	21.3	34.6	5	496.749821648156
22	PADE_13067L1381	0.3166	0.6834	32.6897	-79.8168	8	20.8	34.8	5	484.270496646657
23	PADE_13068L1461	0.3169	0.6831	32.625	-79.8978	9	19.9	34	5	476.072124032763
24	PADE_13069L1546	0.3466	0.6534	31.0438	-81.302	8	21.8	33.1	5	304.858414575621
25	PADE_13070L1462	0.3754	0.6246	30.8866	-81.316	10	22.3	33.3	5	288.261109200874
26	PADE_13071L1547	0.3486	0.6514	29.6369	-81.1922	10	23.8	32.7	5	152.88962558457
28	PADE_14003L1126	0.3055	0.6945	33.2937	-79.1299	9	15.9	33.9	5	562.934242199899
56	PADE_14046L1119	0.3121	0.6879	32.7152	-79.7798	8	20.4	34	5	487.599614359786
57	PADE_14047L1120	0.3095	0.6905	32.7152	-79.7798	8	20.4	34	5	487.599614359786
58	PADE_14050L1559	0.4026	0.5974	32.8316	-79.5939	9	20.4	34.1	5	503.325669602062
59	PADE_14052L1560	0.3796	0.6204	32.8151	-79.6734	8	20.3	34.2	5	500.192286136208
60	PADE_14053L1561	0.5377	0.4623	32.8151	-79.6734	8	20.3	34.2	5	500.192286136208
61	PADE_14054L1475	0.5952	0.4048	32.8151	-79.6734	8	20.3	34.2	5	500.192286136208
62	PADE_14055L1562	0.3863	0.6137	32.8151	-79.6734	8	20.3	34.2	5	500.192286136208
63	PADE_14056L1476	0.3379	0.6621	32.845	-79.5912	7	20.5	34	5	504.838307082831
64	PADE_14057L1563	0.3102	0.6898	32.845	-79.5912	7	20.5	34	5	504.838307082831
65	PADE_14058L1564	0.4064	0.5936	32.845	-79.5912	7	20.5	34	5	504.838307082831
66	PADE_14060L1565	0.4682	0.5318	32.845	-79.5912	7	20.5	34	5	504.838307082831
67	PADE_14061L1124	0.5155	0.4845	32.0277	-80.7588	9	20.3	33.9	5	406.018952574231
68	PADE_14062L1477	0.3732	0.6268	32.16	-80.5312	9	21.1	34.5	5	420.23436164066
69	PADE_14066L1566	0.3322	0.6678	32.6071	-79.9458	7	20.9	34.3	5	473.515875618618
70	PADE_14067L1567	0.3258	0.6742	32.6071	-79.9458	7	20.9	34.3	5	473.515875618618
71	PADE_14069L1149	0.325	0.675	32.5719	-80.0683	6	20.9	34.2	5	468.332840702731
72	PADE_14070L1568	0.3997	0.6003	32.5719	-80.0683	6	20.9	34.2	5	468.332840702731
